judge_model,prompt_template,golden_answer_alias_count,judge_score,human_score,score_delta,percent_agreement,scotts_pi,precision,recall,f1,tp,fp,tn,fn,fpr,fnr,invalid_rate,valid_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,total_estimated_cost
k_exaone_236b_a23b_tuned,guideline_with_examples,44,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0.0,0.0,0.0,1.0,15252.5,15252.5,25098.05,0.0029948
k_exaone_236b_a23b_tuned,guideline_with_examples,45,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0.0,0.0,0.0,1.0,4573.0,4573.0,6013.0,0.0010152
k_exaone_236b_a23b_tuned,guideline_with_examples,46,0.6666666666666666,1.0,-0.33333333333333337,0.6666666666666666,-0.20000000000000057,1.0,0.6666666666666666,0.8,2,0,0,1,0.0,0.3333333333333333,0.0,1.0,35496.0,35444.0,53244.2,0.0099034
k_exaone_236b_a23b_tuned,guideline_with_examples,47,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,37591.0,37591.0,37591.0,0.0035732000000000003
k_exaone_236b_a23b_tuned,guideline_with_examples,48,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,23989.0,23989.0,23989.0,0.0023228
k_exaone_236b_a23b_tuned,guideline_with_examples,49,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,0,0,0,0.0,0.0,0.0,1.0,8791.4,5157.0,15782.4,0.0044916
k_exaone_236b_a23b_tuned,guideline_with_examples,50,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,8347.0,8347.0,8347.0,0.0009106
k_exaone_236b_a23b_tuned,guideline_with_examples,51,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,26027.0,26027.0,26027.0,0.0025138
k_exaone_236b_a23b_tuned,guideline_with_examples,52,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4,0,0,0,0.0,0.0,0.0,1.0,27782.25,14079.0,68753.89999999998,0.010464400000000002
k_exaone_236b_a23b_tuned,guideline_with_examples,54,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,2,0,1,0,0.0,0.0,0.0,1.0,17383.333333333332,7217.0,37388.6,0.005205
k_exaone_236b_a23b_tuned,guideline_with_examples,55,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0.0,0.0,0.0,1.0,93352.5,93352.5,149548.94999999998,0.006314200000000001
k_exaone_236b_a23b_tuned,guideline_with_examples,56,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0.0,0.0,0.0,1.0,30809.5,30809.5,54878.649999999994,0.0057572000000000005
k_exaone_236b_a23b_tuned,guideline_with_examples,63,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,12730.0,12730.0,12730.0,0.0012088000000000001
k_exaone_236b_a23b_tuned,guideline_with_examples,64,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0.0,0.0,0.0,1.0,33104.0,33104.0,53144.299999999996,0.006234999999999999
k_exaone_236b_a23b_tuned,guideline_with_examples,65,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,1.0,18241.0,18241.0,18241.0,0.0017246000000000002
k_exaone_236b_a23b_tuned,guideline_with_examples,94,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0,0.0,0.0,0.0,1.0,5075.5,5075.5,5160.55,0.0012604
k_exaone_236b_a23b_tuned,guideline_with_examples,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
k_exaone_236b_a23b_tuned,guideline_with_examples,185,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,4868.0,4868.0,4868.0,0.0008008
